Word	Declension	Gender	CaseNum	Case	Num	TotFreq	LatSuf	Declined	0	1	2	3	4	5	6	7	8	9	10
acies:Nom.Sg	5	f	Nom.Sg	Nom	Sg	328	ēs	aciēs	es	a	a	a	a	a	a	as	a	a	a
acies:Acc.Pl	5	f	Acc.Pl	Acc	Pl	328	ēs	aciēs	es	a	a	a	a	a	a	a	a	a	a
acies:Gen.Sg	5	f	Gen.Sg	Gen	Sg	328	ēī	aciēī	ei	e	-	-	-	a	a	as	a	a	a
acies:Gen.Pl	5	f	Gen.Pl	Gen	Pl	328	ērum	aciērum	ero	-	a	a	a	a	a	a	a	a	a
acies:Nom.Pl	5	f	Nom.Pl	Nom	Pl	328	ēs	aciēs	es	a	a	a	a	a	a	a	a	a	a
acies:Acc.Sg	5	f	Acc.Sg	Acc	Sg	328	em	aciem	e	a	-	-	-	a	a	as	a	a	ars
aditus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	107	us	aditus	os	o	o	o	-	-	-	-	-	-	-
aditus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	107	ūs	aditūs	us	o	o	-	-	-	-	-	-	-	-
aditus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	107	ūs	aditūs	us	-	-	-	-	-	-	-	-	-	-
aditus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	107	uum	adituum	u	s	-	-	-	-	-	-	-	-	-
aditus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	107	ūs	aditūs	us	os	o	-	-	-	-	-	-	-	-
aditus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	107	um	aditum	o	o	o	o	-	-	-	-	-	-	-
adulter:Nom.Sg	2	mh	Nom.Sg	Nom	Sg	55		adulter	-	o	o	o	o	-	-	-	-	-	-
adulter:Acc.Pl	2	mh	Acc.Pl	Acc	Pl	55	ōs	adulterōs	os	o	o	o	-	-	-	-	-	-	-
adulter:Gen.Sg	2	mh	Gen.Sg	Gen	Sg	55	ī	adulterī	i	-	o	o	-	-	-	-	-	-	-
adulter:Gen.Pl	2	mh	Gen.Pl	Gen	Pl	55	ōrum	adulterōrum	oro	-	o	-	-	-	-	-	-	-	-
adulter:Nom.Pl	2	mh	Nom.Pl	Nom	Pl	55	ī	adulterī	i	o	o	o	-	-	-	-	-	-	-
adulter:Acc.Sg	2	mh	Acc.Sg	Acc	Sg	55	um	adulterum	o	o	o	o	o	-	-	-	-	-	-
adventus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	112	us	adventus	os	o	o	-	-	-	-	-	-	-	-
adventus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	112	ūs	adventūs	us	o	-	-	-	-	-	-	-	-	-
adventus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	112	ūs	adventūs	us	-	-	-	-	-	-	-	-	-	-
adventus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	112	uum	adventuum	u	-	-	-	-	-	-	-	-	-	-
adventus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	112	ūs	adventūs	us	os	-	-	-	-	-	-	-	-	-
adventus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	112	um	adventum	o	o	o	o	-	-	-	-	-	-	-
aedes:Nom.Sg	3	f	Nom.Sg	Nom	Sg	68	ēs	aedēs	es	-	a	-	a	a	a	a	a	a	a
aedes:Acc.Pl	3	f	Acc.Pl	Acc	Pl	68	ēs	aedēs	es	a	a	a	a	a	a	a	a	a	a
aedes:Gen.Sg	3	f	Gen.Sg	Gen	Sg	68	is	aedis	es	-	-	-	-	-	a	a	a	a	-
aedes:Gen.Pl	3	f	Gen.Pl	Gen	Pl	68	ium	aedium	eo	-	-	-	-	a	a	a	a	a	-
aedes:Nom.Pl	3	f	Nom.Pl	Nom	Pl	68	ēs	aedēs	es	a	a	a	a	a	a	a	a	a	-
aedes:Acc.Sg	3	f	Acc.Sg	Acc	Sg	68	em	aedem	e	-	-	-	-	a	a	a	a	a	a
aer:Nom.Sg	3	m	Nom.Sg	Nom	Sg	78		āēr	-	-	-	-	-	-	-	-	-	-	-
aer:Acc.Pl	3	m	Acc.Pl	Acc	Pl	78	ēs	āerēs	es	-	-	-	-	-	-	-	-	-	-
aer:Gen.Sg	3	m	Gen.Sg	Gen	Sg	78	is	āeris	es	e	-	-	-	-	-	-	-	-	-
aer:Gen.Pl	3	m	Gen.Pl	Gen	Pl	78	um	āerum	o	-	-	-	-	-	-	-	-	-	-
aer:Nom.Pl	3	m	Nom.Pl	Nom	Pl	78	ēs	āerēs	es	-	a	-	-	-	-	-	-	-	-
aer:Acc.Sg	3	m	Acc.Sg	Acc	Sg	78	a	āera	a	-	-	-	-	-	-	-	-	-	-
aes:Nom.Sg	3	n	Nom.Sg	Nom	Sg	141		aes	-	-	-	-	-	-	-	-	-	-	-
aes:Acc.Pl	3	n	Acc.Pl	Acc	Pl	141	a	aera	a	a	a	-	-	-	-	-	-	-	-
aes:Gen.Sg	3	n	Gen.Sg	Gen	Sg	141	is	aeris	es	e	-	-	-	-	-	-	-	-	-
aes:Gen.Pl	3	n	Gen.Pl	Gen	Pl	141	um	aerum	o	-	-	-	-	-	-	-	-	-	-
aes:Nom.Pl	3	n	Nom.Pl	Nom	Pl	141	a	aera	a	a	a	-	-	-	-	-	-	-	-
aes:Acc.Sg	3	n	Acc.Sg	Acc	Sg	141		aes	-	-	-	-	-	-	-	-	-	-	-
aestas:Nom.Sg	3	f	Nom.Sg	Nom	Sg	89		aestās	-	-	-	-	a	a	a	a	a	a	-
aestas:Acc.Pl	3	f	Acc.Pl	Acc	Pl	89	ēs	aestātēs	es	a	a	a	a	a	a	a	a	a	-
aestas:Gen.Sg	3	f	Gen.Sg	Gen	Sg	89	is	aestātis	es	-	-	-	-	-	a	a	a	a	-
aestas:Gen.Pl	3	f	Gen.Pl	Gen	Pl	89	um	aestātum	o	-	-	-	-	a	a	a	a	a	-
aestas:Nom.Pl	3	f	Nom.Pl	Nom	Pl	89	ēs	aestātēs	es	a	a	a	a	a	a	a	a	a	-
aestas:Acc.Sg	3	f	Acc.Sg	Acc	Sg	89	em	aestātem	e	-	-	-	a	a	a	a	a	a	-
aestus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	105	us	aestus	os	o	o	o	-	-	-	-	-	-	-
aestus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	105	ūs	aestūs	us	o	o	o	-	-	-	-	-	-	-
aestus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	105	ūs	aestūs	us	-	-	-	-	-	-	-	-	-	-
aestus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	105	uum	aestuum	u	s	-	-	-	-	-	-	-	-	-
aestus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	105	ūs	aestūs	us	os	o	-	-	-	-	-	-	-	-
aestus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	105	um	aestum	o	o	o	o	-	-	-	-	-	-	-
aetas:Nom.Sg	3	f	Nom.Sg	Nom	Sg	418		aetās	-	a	a	a	a	a	a	a	a	a	a
aetas:Acc.Pl	3	f	Acc.Pl	Acc	Pl	418	ēs	aetātēs	es	a	a	a	a	a	a	a	a	a	-
aetas:Gen.Sg	3	f	Gen.Sg	Gen	Sg	418	is	aetātis	es	-	-	-	-	-	a	a	a	a	-
aetas:Gen.Pl	3	f	Gen.Pl	Gen	Pl	418	um	aetātum	o	-	a	a	a	a	a	a	a	a	-
aetas:Nom.Pl	3	f	Nom.Pl	Nom	Pl	418	ēs	aetātēs	es	a	a	a	a	a	a	a	a	a	-
aetas:Acc.Sg	3	f	Acc.Sg	Acc	Sg	418	em	aetātem	e	a	-	-	a	a	a	a	a	a	a
aevum:Nom.Sg	2	n	Nom.Sg	Nom	Sg	91	um	aevum	o	o	o	o	-	-	-	-	-	-	-
aevum:Acc.Pl	2	n	Acc.Pl	Acc	Pl	91	a	aeva	a	a	o	o	-	-	-	-	-	-	-
aevum:Gen.Sg	2	n	Gen.Sg	Gen	Sg	91	ī	aevī	i	-	o	o	-	-	-	-	-	-	-
aevum:Gen.Pl	2	n	Gen.Pl	Gen	Pl	91	ōrum	aevōrum	oro	-	-	-	-	-	-	-	-	-	-
