Declined Noun	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
abellana:accpl	f,1,acc,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
abellana:nompl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
abellana:accsg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
abellana:genpl	f,1,gen,pl	f,1,gen,pl	f,1,gen,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
abellana:gensg	f,1,gen,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
abellana:nomsg	f,1,nom,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
absinthium:accpl	n,2,acc,pl	f,1,nom,pl	f,1,nom,sg	n,2,nom,sg	n,2,acc,sg	n,2,acc,sg	n,1,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
absinthium:nompl	n,2,nom,pl	f,1,nom,pl	f,1,nom,sg	n,2,nom,sg	n,2,acc,sg	n,2,acc,sg	n,1,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
absinthium:accsg	n,2,acc,sg	f,1,acc,sg	m,2,nom,sg	n,2,nom,sg	n,2,acc,sg	n,2,acc,sg	n,1,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
absinthium:genpl	n,2,gen,pl	f,1,gen,pl	m,2,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
absinthium:gensg	n,2,gen,sg	m,1,gen,pl	m,2,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
absinthium:nomsg	n,2,nom,sg	f,1,acc,sg	m,2,nom,sg	n,2,nom,sg	n,2,acc,sg	n,2,acc,sg	n,1,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
abyssus:accpl	f,2,acc,pl	f,2,acc,pl	m,2,nom,pl	m,2,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	f,1,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
abyssus:nompl	f,2,nom,pl	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
abyssus:accsg	f,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
abyssus:genpl	f,2,gen,pl	m,3,gen,pl	m,2,gen,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	f,1,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
abyssus:gensg	f,2,gen,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
abyssus:nomsg	f,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
acetum:accpl	n,2,acc,pl	f,1,nom,pl	f,1,nom,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
acetum:nompl	n,2,nom,pl	f,1,nom,pl	f,1,nom,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
acetum:accsg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
acetum:genpl	n,2,gen,pl	m,2,gen,pl	m,3,gen,pl	m,2,nom,pl	f,1,nom,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
acetum:gensg	n,2,gen,sg	m,2,nom,pl	f,1,nom,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
acetum:nomsg	n,2,nom,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
acus:accpl	f,4,acc,pl	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
acus:nompl	f,4,nom,pl	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
acus:accsg	f,4,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
acus:genpl	f,4,gen,pl	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
acus:gensg	f,4,gen,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
acus:nomsg	f,4,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
ador:accpl	n,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	f,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,1,nom,sg	f,1,nom,sg	f,1,acc,sg	f,1,nom,pl	m,1,nom,pl	m,3,nom,pl	f,1,nom,pl	f,1,nom,sg
ador:nompl	n,3,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	f,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,1,nom,sg	f,1,nom,sg	f,1,acc,sg	f,1,nom,pl	m,1,nom,pl	m,3,nom,pl	f,1,nom,pl	f,1,nom,sg
ador:accsg	n,3,acc,sg	m,3,acc,sg	m,3,acc,sg	f,1,acc,sg	f,3,acc,sg	f,1,acc,sg	f,1,acc,sg	m,2,nom,sg	f,1,acc,sg	f,1,nom,sg	f,1,acc,sg	f,1,nom,pl	m,1,nom,pl	m,3,nom,pl	f,1,nom,pl	f,1,nom,sg
ador:genpl	n,3,gen,pl	m,3,gen,pl	m,3,gen,pl	m,3,nom,sg	f,3,acc,sg	f,1,acc,sg	f,1,acc,sg	m,2,nom,sg	f,1,acc,sg	f,1,nom,sg	f,1,acc,sg	f,1,nom,pl	m,1,nom,pl	m,3,nom,pl	f,1,nom,pl	f,1,nom,sg
ador:gensg	n,3,gen,sg	m,3,acc,sg	m,3,acc,sg	f,1,acc,sg	f,3,acc,sg	f,1,acc,sg	f,1,acc,sg	m,2,nom,sg	f,1,acc,sg	f,1,nom,sg	f,1,acc,sg	f,1,nom,pl	m,1,nom,pl	m,3,nom,pl	f,1,nom,pl	f,1,nom,sg
ador:nomsg	n,3,nom,sg	m,3,acc,sg	m,3,acc,sg	f,1,acc,sg	f,3,acc,sg	f,1,acc,sg	f,1,acc,sg	m,2,nom,sg	f,1,acc,sg	f,1,nom,sg	f,1,acc,sg	f,1,nom,pl	m,1,nom,pl	m,3,nom,pl	f,1,nom,pl	f,1,nom,sg
adulter:accpl	m,2,acc,pl	m,2,acc,pl	m,3,acc,pl	m,2,nom,pl	m,1,nom,pl	f,1,nom,pl	m,1,nom,pl	m,1,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adulter:nompl	m,2,nom,pl	m,2,gen,pl	m,2,nom,pl	m,2,nom,pl	m,1,nom,pl	f,1,nom,pl	m,1,nom,pl	m,1,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adulter:accsg	m,2,acc,sg	n,2,acc,sg	n,2,nom,sg	m,2,nom,pl	m,1,nom,pl	f,1,nom,pl	m,1,nom,pl	m,1,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adulter:genpl	m,2,gen,pl	m,2,gen,pl	m,2,nom,pl	m,2,nom,pl	m,1,nom,pl	f,1,nom,pl	m,1,nom,pl	m,1,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adulter:gensg	m,2,gen,sg	m,2,gen,pl	m,2,nom,pl	m,2,nom,pl	m,1,nom,pl	f,1,nom,pl	m,1,nom,pl	m,1,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adulter:nomsg	m,2,nom,sg	m,2,nom,pl	m,2,nom,pl	m,2,nom,pl	m,1,nom,pl	f,1,nom,pl	m,1,nom,pl	m,1,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adulter2:accpl	f,2,acc,pl	f,1,acc,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,nom,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:nompl	f,2,nom,pl	f,1,acc,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,nom,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:accsg	f,2,acc,sg	f,1,acc,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,nom,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:genpl	f,2,gen,pl	f,1,gen,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,nom,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:gensg	f,2,gen,sg	f,1,acc,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,nom,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:nomsg	f,2,nom,sg	f,1,acc,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,nom,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adustio:accpl	f,3,acc,pl	m,3,nom,pl	m,2,acc,pl	m,3,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adustio:nompl	f,3,nom,pl	m,3,nom,pl	m,2,acc,pl	m,3,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adustio:accsg	f,3,acc,sg	f,2,acc,pl	m,2,acc,pl	m,3,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adustio:genpl	f,3,gen,pl	f,2,gen,pl	m,2,gen,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adustio:gensg	f,3,gen,sg	n,2,gen,pl	m,2,gen,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
adustio:nomsg	f,3,nom,sg	f,2,acc,pl	m,2,acc,pl	m,3,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
advena:accpl	f,1,acc,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
advena:nompl	f,1,nom,pl	f,1,gen,pl	f,1,gen,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
advena:accsg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,nom,sg	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
advena:genpl	f,1,gen,pl	f,1,gen,pl	f,1,gen,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
advena:gensg	f,1,gen,sg	f,1,gen,pl	f,1,gen,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
advena:nomsg	f,1,nom,sg	f,2,acc,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl	f,1,nom,pl
aer:accpl	m,3,acc,pl	m,3,nom,pl	m,3,acc,pl	m,3,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
aer:nompl	m,3,nom,pl	m,3,nom,pl	m,3,acc,pl	m,3,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
aer:accsg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,nom,sg	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl
aer:genpl	m,3,gen,pl	m,3,gen,pl	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,nom,sg	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl
aer:gensg	m,3,gen,sg	m,3,gen,pl	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,nom,sg	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl
aer:nomsg	m,3,nom,sg	m,3,nom,sg	m,3,nom,sg	m,3,nom,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,nom,sg	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl
aestas:accpl	f,3,acc,pl	m,3,nom,pl	f,3,acc,pl	f,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
aestas:nompl	f,3,nom,pl	m,3,nom,pl	f,3,acc,pl	f,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
aestas:accsg	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,nom,sg	m,2,nom,sg	m,2,nom,sg	m,1,nom,sg
aestas:genpl	f,3,gen,pl	f,1,acc,pl	f,3,acc,pl	f,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
aestas:gensg	f,3,gen,sg	f,1,nom,pl	f,3,acc,pl	f,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
aestas:nomsg	f,3,nom,sg	f,1,acc,pl	f,3,acc,pl	f,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl	m,3,nom,pl
aestus:accpl	m,4,acc,pl	m,2,nom,pl	m,2,nom,pl	m,2,nom,pl	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
aestus:nompl	m,4,nom,pl	m,2,nom,pl	m,2,nom,pl	m,2,nom,pl	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
aestus:accsg	m,4,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg	n,2,acc,sg
aestus:genpl	m,4,gen,pl	m,2,nom,pl	m,2,nom,pl	m,2,nom,pl	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg
